index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32687,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,persons with underlying medical conditions,Not Stated,18 Years,"Male, Female",Full,Lifetime,Not Stated,5.00,2618,United States,2018,2825.09
32688,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,Not Stated,65 Years,Not Stated,"Male, Female",Full,Lifetime,Not Stated,5.00,2090,United States,2018,2255.32
32689,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,Not Stated,59 Months,5 Months,"Male, Female",Full,Lifetime,Not Stated,5.00,7490,United States,2018,8082.47
32690,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,Pregnant women,Not Stated,18 Years,Female,Full,Lifetime,Not Stated,5.00,-208.51,United States,2018,-225
32691,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,"Influenza and pneumonia, Human immunodeficiency virus [HIV] disease",Immunization,Seasonal influenza vaccination program vs. No vaccination program,,Not Stated,18 Years,"Male, Female",Full,Lifetime,Not Stated,5.00,-1545.95,United States,2018,-1668.24
32692,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,Persons with underlying medical conditions,Not Stated,18 Years,"Male, Female",Full,Lifetime,Not Stated,5.00,-252.57,United States,2018,-272.55
32693,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,Not Stated,65 Years,Not Stated,"Male, Female",Full,Lifetime,Not Stated,5.00,2034,United States,2018,2194.89
32694,A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme,"BACKGROUND: Seasonal influenza imposes a significant health and economic burden in South Africa, particularly in populations vulnerable to severe consequences of influenza. This study assesses the cost-effectiveness of South Africa''s seasonal influenza vaccination strategy, which involves vaccinating vulnerable populations with trivalent inactivated influenza vaccine (TIV) during routine facility visits. Vulnerable populations included in our analysis are persons aged = 65 years; pregnant women; persons living with HIV/AIDS (PLWHA), persons of any age with underlying medical conditions (UMC) and children aged 6-59 months. METHOD: We employed the World Health Organisation''s (WHO) Cost Effectiveness Tool for Seasonal Influenza Vaccination (CETSIV), a decision tree model, to evaluate the 2018 seasonal influenza vaccination campaign from a public healthcare provider and societal perspective. CETSIV was populated with existing country-specific demographic, epidemiologic and coverage data to estimate incremental cost-effectiveness ratios (ICERs) by comparing costs and benefits of the influenza vaccination programme to no vaccination. RESULTS: The highest number of clinical events (influenza cases, outpatient visits, hospitalisation and deaths) were averted in PLWHA and persons with other UMCs. Using a cost-effectiveness threshold of US$ 3400 per quality-adjusted life year (QALY), our findings suggest that the vaccination programme is cost-effective for all vulnerable populations except for children aged 6-59 months. ICERs ranged from ~US$ 1 750 /QALY in PLWHA to ~US$ 7500/QALY in children. In probabilistic sensitivity analyses, the vaccination programme was cost-effective in pregnant women, PLWHA, persons with UMCs and persons aged =65 years in >80% of simulations. These findings were robust to changes in many model inputs but were most sensitive to uncertainty in estimates of influenza-associated illness burden. CONCLUSION: South Africa''s seasonal influenza vaccination strategy of opportunistically targeting vulnerable populations during routine visits is cost-effective. A budget impact analysis will be useful for supporting future expansions of the programme.",2021-01-34332,33272702,Vaccine,Ijeoma Edoka,2021,39 / 2,412-422,Yes,33272702,"Ijeoma Edoka; Ciaran Kohli-Lynch; Heather Fraser; Karen Hofman; Stefano Tempia; Meredith McMorrow; Wayne Ramkrishna; Philipp Lambach; Raymond Hutubessy; Cheryl Cohen; Matthew C Ward; Frank Vicini; Zahraa Al-Hilli; Manjeet Chadha; Lori Pierce; Abram Recht; James Hayman; Nikhil Thaker; Atif J Khan; Martin Keisch; Chirag Shah; A cost-effectiveness analysis of South Africa's seasonal influenza vaccination programme, Vaccine, 2021 Jan 8; 39(2):1873-2518; 412-422",QALY,South Africa,Influenza and pneumonia,Immunization,Seasonal influenza vaccination program vs. No vaccination program,,59 Months,5 Months,"Male, Female",Full,Lifetime,Not Stated,5.00,5267,United States,2018,5683.63
32695,COMPARING COST-UTILITY OF DMARDs IN AUTOANTIBODY-NEGATIVE RHEUMATOID ARTHRITIS PATIENTS,"OBJECTIVES: To evaluate the 1-year cost-effectiveness between three different initial treatment strategies in autoantibody-negative rheumatoid arthritis(RA-) patients, according to 2010 criteria. MATERIALS AND METHODS: For this analysis we selected all RA- patients within the intermediate probability stratum of the tREACH trial. The tREACH had a treat-to-target approach, aiming for low disease activity(DAS<2.4) and treatment adjustments could occur every 3 months. Initial treatment strategies consisted of methotrexate 25mg/week(iMTX), hydroxychloroquine 400mg/day(iHCQ) or an oral glucocorticoids tapering scheme without DMARDs(iGCs). Data on Quality adjusted life-years(QALYs), measured with the EQ-5D-3L, healthcare and productivity costs were used. RESULTS: Average QALYs(sd), for iMTX, iHCQ and iGCs were respectively 0.71(0.14), 0.73(0.14) and 0.71(0.15). The average total costs(sd) for iMTX, iHCQ and iGCs were respectively €10.832(14.763), €11.208 (12.801) and €10.502(11.973). Healthcare costs were mainly determined by biological costs, which were significantly lower in the iHCQ group compared to iGCs(p<.05). However, costs due to presenteeism were the highest in the iHCQ group(55%) followed by iMTX(27%) and iGCs(18%). The incremental cost-effectiveness ratios(ICERs) did not differ between treatment strategies. At a willingness-to-pay level of €50.000, the Dutch threshold for reimbursement of medical care, iHCQ had the highest probability(38.7%) of being cost-effective, followed by iGCs(31.1%) and iMTX(30.2%). CONCLUSIONS: iHCQ had the lowest healthcare and highest productivity costs, resulting in a non-significant ICER. However, iHCQ had the highest chance of being cost-effective at the Dutch WTP-threshold for healthcare reimbursement. Therefore, we believe that iHCQ is a good alternative for iMTX in autoantibody-negative RA patients, but validation is needed. CLINICAL TRIAL REGISTRATION NUMBER: ISRCTN26791028.",2021-01-34339,33725091,Rheumatology (Oxford),Luurssen-Masurel Nathalie,2021,/,,No,33725091,"Luurssen-Masurel Nathalie; Mulligen van Elise; Weel Angelique Elisabeth Maria; Hazes Johanna Maria Wilhelmina; Jong Pascal Hendrik Pieter de; tREACH group investigators; COMPARING COST-UTILITY OF DMARDs IN AUTOANTIBODY-NEGATIVE RHEUMATOID ARTHRITIS PATIENTS, Rheumatology (Oxford), 2021 Jan 7; ():1462-0324",QALY,Netherlands,Rheumatoid arthritis,Pharmaceutical,initial methotrexate vs. initial hydroxychloroquine,auto antibody-negative rheumatoid arthritis,Not Stated,18 Years,"Male, Female",Full,3 Months,Not Stated,Not Stated,-50390,Euro,2019,-59824.07
32696,COMPARING COST-UTILITY OF DMARDs IN AUTOANTIBODY-NEGATIVE RHEUMATOID ARTHRITIS PATIENTS,"OBJECTIVES: To evaluate the 1-year cost-effectiveness between three different initial treatment strategies in autoantibody-negative rheumatoid arthritis(RA-) patients, according to 2010 criteria. MATERIALS AND METHODS: For this analysis we selected all RA- patients within the intermediate probability stratum of the tREACH trial. The tREACH had a treat-to-target approach, aiming for low disease activity(DAS<2.4) and treatment adjustments could occur every 3 months. Initial treatment strategies consisted of methotrexate 25mg/week(iMTX), hydroxychloroquine 400mg/day(iHCQ) or an oral glucocorticoids tapering scheme without DMARDs(iGCs). Data on Quality adjusted life-years(QALYs), measured with the EQ-5D-3L, healthcare and productivity costs were used. RESULTS: Average QALYs(sd), for iMTX, iHCQ and iGCs were respectively 0.71(0.14), 0.73(0.14) and 0.71(0.15). The average total costs(sd) for iMTX, iHCQ and iGCs were respectively €10.832(14.763), €11.208 (12.801) and €10.502(11.973). Healthcare costs were mainly determined by biological costs, which were significantly lower in the iHCQ group compared to iGCs(p<.05). However, costs due to presenteeism were the highest in the iHCQ group(55%) followed by iMTX(27%) and iGCs(18%). The incremental cost-effectiveness ratios(ICERs) did not differ between treatment strategies. At a willingness-to-pay level of €50.000, the Dutch threshold for reimbursement of medical care, iHCQ had the highest probability(38.7%) of being cost-effective, followed by iGCs(31.1%) and iMTX(30.2%). CONCLUSIONS: iHCQ had the lowest healthcare and highest productivity costs, resulting in a non-significant ICER. However, iHCQ had the highest chance of being cost-effective at the Dutch WTP-threshold for healthcare reimbursement. Therefore, we believe that iHCQ is a good alternative for iMTX in autoantibody-negative RA patients, but validation is needed. CLINICAL TRIAL REGISTRATION NUMBER: ISRCTN26791028.",2021-01-34339,33725091,Rheumatology (Oxford),Luurssen-Masurel Nathalie,2021,/,,No,33725091,"Luurssen-Masurel Nathalie; Mulligen van Elise; Weel Angelique Elisabeth Maria; Hazes Johanna Maria Wilhelmina; Jong Pascal Hendrik Pieter de; tREACH group investigators; COMPARING COST-UTILITY OF DMARDs IN AUTOANTIBODY-NEGATIVE RHEUMATOID ARTHRITIS PATIENTS, Rheumatology (Oxford), 2021 Jan 7; ():1462-0324",QALY,Netherlands,Rheumatoid arthritis,Pharmaceutical,initial hydroxychloroquine vs. Initial glucocorticoids,auto antibody-negative rheumatoid arthritis,Not Stated,18 Years,"Male, Female",Full,3 Months,Not Stated,Not Stated,-830022,Euro,2019,-985419.54
32697,COMPARING COST-UTILITY OF DMARDs IN AUTOANTIBODY-NEGATIVE RHEUMATOID ARTHRITIS PATIENTS,"OBJECTIVES: To evaluate the 1-year cost-effectiveness between three different initial treatment strategies in autoantibody-negative rheumatoid arthritis(RA-) patients, according to 2010 criteria. MATERIALS AND METHODS: For this analysis we selected all RA- patients within the intermediate probability stratum of the tREACH trial. The tREACH had a treat-to-target approach, aiming for low disease activity(DAS<2.4) and treatment adjustments could occur every 3 months. Initial treatment strategies consisted of methotrexate 25mg/week(iMTX), hydroxychloroquine 400mg/day(iHCQ) or an oral glucocorticoids tapering scheme without DMARDs(iGCs). Data on Quality adjusted life-years(QALYs), measured with the EQ-5D-3L, healthcare and productivity costs were used. RESULTS: Average QALYs(sd), for iMTX, iHCQ and iGCs were respectively 0.71(0.14), 0.73(0.14) and 0.71(0.15). The average total costs(sd) for iMTX, iHCQ and iGCs were respectively €10.832(14.763), €11.208 (12.801) and €10.502(11.973). Healthcare costs were mainly determined by biological costs, which were significantly lower in the iHCQ group compared to iGCs(p<.05). However, costs due to presenteeism were the highest in the iHCQ group(55%) followed by iMTX(27%) and iGCs(18%). The incremental cost-effectiveness ratios(ICERs) did not differ between treatment strategies. At a willingness-to-pay level of €50.000, the Dutch threshold for reimbursement of medical care, iHCQ had the highest probability(38.7%) of being cost-effective, followed by iGCs(31.1%) and iMTX(30.2%). CONCLUSIONS: iHCQ had the lowest healthcare and highest productivity costs, resulting in a non-significant ICER. However, iHCQ had the highest chance of being cost-effective at the Dutch WTP-threshold for healthcare reimbursement. Therefore, we believe that iHCQ is a good alternative for iMTX in autoantibody-negative RA patients, but validation is needed. CLINICAL TRIAL REGISTRATION NUMBER: ISRCTN26791028.",2021-01-34339,33725091,Rheumatology (Oxford),Luurssen-Masurel Nathalie,2021,/,,No,33725091,"Luurssen-Masurel Nathalie; Mulligen van Elise; Weel Angelique Elisabeth Maria; Hazes Johanna Maria Wilhelmina; Jong Pascal Hendrik Pieter de; tREACH group investigators; COMPARING COST-UTILITY OF DMARDs IN AUTOANTIBODY-NEGATIVE RHEUMATOID ARTHRITIS PATIENTS, Rheumatology (Oxford), 2021 Jan 7; ():1462-0324",QALY,Netherlands,Rheumatoid arthritis,Pharmaceutical,initial methotrexate vs. Initial glucocorticoids,auto antibody-negative rheumatoid arthritis,Not Stated,18 Years,"Male, Female",Full,3 Months,Not Stated,Not Stated,-14336,Euro,2019,-17020
